contrast_id,candidate,comparator,label,candidate_metric,comparator_metric,delta_original,ci_lower,ci_upper,p_raw_unadjusted,delta_return_original,ci_ret_lower,ci_ret_upper,p_ret_raw,block_length_weeks,inference_status
C_MLP_BASE,MLP_GATE,MLP_BASE,Comp: Gated MLP vs Direct MLP,0.7317916793638708,0.629750145118329,0.10204153424554174,-0.6190445416501278,0.8231276101412113,0.78002199780022,0.03192084138719621,-0.12495132088678405,0.18879300366117646,0.6897310268973103,4,"Exploratory, unadjusted for multiple testing"
C_TRANS_BASE,TRANS_GATE,TRANS_BASE,Comp: Gated Transformer vs Direct Transformer,0.6860893706261674,0.2752051300052174,0.41088424062094997,-0.13071358682932632,0.9524820680712263,0.1334866513348665,0.08368656107049034,-0.03418364466062454,0.20155676680160522,0.1501849815018498,4,"Exploratory, unadjusted for multiple testing"
C_TRANS_MIX,TRANS_GATE,TRANS_MIX_SELECTED,Comp: Gated Transformer vs Selected Mixture,0.6860893706261674,0.5533632144640039,0.13272615616216343,-0.31617177960307075,0.5816240919273976,0.5494450554944506,0.018289999050458666,-0.08900500470642592,0.12558500280734325,0.7153284671532847,4,"Exploratory, unadjusted for multiple testing"
C_TRANS_MEM,TRANS_GATE,MEM_SIM,Comp: Gated Transformer vs Pure Memory,0.6860893706261674,0.97180611975309,-0.2857167491269226,-0.7295211580292668,0.1580876597754216,0.21397860213978603,-0.0752605233454298,-0.15566948182272572,0.005148435131866094,0.06569343065693431,4,"Exploratory, unadjusted for multiple testing"
