draw_idx,C1,C2,C3,C4,C5,C_MLP_BASE,C_TRANS_BASE,C_TRANS_MIX,C_TRANS_MEM
1557,0.21256126279730447,0.15519021234996044,0.104636803439767,-0.03195458160021225,0.04421704688469641,0.07268222183955475,0.30479124692227433,-0.05168183606422472,-0.20721869161436623
1558,0.10264029124194318,0.0745756782242466,0.6183639984291434,-0.22210945409089178,-0.034510649880450384,0.39625454433825164,0.44891026377840315,0.1823746748050047,-0.399700422004175
1559,0.6360093938574843,0.5428738885835204,0.5311195278642272,-0.10713509071590965,0.13459477044957802,0.42398443714831757,0.4178827899153545,-0.001139434822583607,-0.6135001431207652
1560,0.3890474424155821,0.20426023425171946,0.47364560831150115,-0.21896052295957869,-0.02511836042369342,0.25468508535192247,0.6353545978021851,0.19079752122367682,-0.6046356501922434
1561,0.6531054562506018,0.6061295400347945,0.7644152382028299,-0.26993291938395414,-0.15851368519386155,0.4944823188188757,0.3555247884472208,0.053971103948503685,-0.48608335734817976
1562,0.34163433052498937,0.28305839924228215,0.6156791060269873,-0.2547853015365227,-0.0015118656109360806,0.3608938044904646,0.6190655934078022,0.23758508699076308,-0.44934498440635695
1563,0.40279349655052865,0.30192327143736364,0.35459721440913583,-0.07160876155911522,0.08502223976570722,0.2829884528500206,0.585671312098184,0.38875540512636275,-0.37798177960350277
1564,0.18179479672267707,0.14942171419631411,0.8402089252764693,-0.10505377256360404,0.28820474091735593,0.7351551527128652,0.5724582126420059,0.028396911515072898,-0.7257769818975068
1565,-0.18750004866981917,-0.1968142654276276,0.002321585988693975,-0.09236646788446667,-0.056749171309725455,-0.0900448818957727,-0.04414550452407079,-0.20157306276127618,-0.2288518998875808
1566,0.06456254418299168,-0.00295296720660021,0.45400283332270064,-0.14846381289825328,0.018057329553657242,0.30553902042444736,0.4660622793598694,0.2979525257095955,-0.23222076862603902
1567,0.004688605657324096,-0.1668579412130271,0.4083058890444894,-0.06299445255155423,-0.04992644664802626,0.34531143649293516,0.19770968202045675,-0.06762324546951382,-0.3261791698765409
1568,0.6327755777082819,0.4993012096898941,0.7608273405445616,-0.19608676858647123,0.011739441646536342,0.5647405719580904,0.6267740684505164,0.21608109033639594,-0.5646925050687629
1569,0.5565888635126239,0.5232968262146918,0.5928448233930769,0.011026649099340036,0.30098944279999373,0.6038714724924169,0.5447080899774248,0.09633321369538916,-0.43390801834877135
1570,0.40532800548039327,0.34908035673764237,0.3903988071736699,-0.12149909502539491,0.08404341005680394,0.268899712148275,0.24441410830723065,0.050234150068473093,-0.35585127847131515
1571,0.18525569728090652,-0.031220767482188716,0.5907509590267598,-0.2552506807038043,-0.3031432518926481,0.3355002783229555,0.511170432533864,0.16046945680118674,-0.4060649286676782
1572,-0.37288207542891416,-0.6210799934706452,-0.33543890122292486,-0.0907687617582762,-0.37681434566384464,-0.42620766298120105,0.7163319441624856,0.44118003852090015,0.16642271657323904
1573,0.33817096370299826,0.26229657108294313,0.28811312874895356,-0.06161097241605473,0.012047352890682372,0.22650215633289883,0.4290074946335048,0.01524854774074913,-0.46226033301750336
1574,-0.027503740066187166,-0.13537056729919444,0.43640871958158084,-0.09684560884334481,-0.09533550688202164,0.33956311073823603,0.14776737560155015,-0.0874642283625984,-0.20843451991378245
1575,0.32425709321172647,0.098008640501835,0.5389138121429573,-0.08232616127581893,-0.05802080645716934,0.4565876508671384,0.5712861380043388,0.21681637450044383,-0.21170870761189098
1576,0.19514068645970828,0.1741351275573395,0.2879411823029202,-0.1487040438892011,0.032005263973752474,0.1392371384137191,0.06714781542785275,-0.164042989806356,-0.44353310266033685
