run_id,arm,market,seed,annualized_return,sharpe_ratio,max_drawdown,win_rate
BENCH_EQUAL_WEIGHT_Brazil_fixed,BENCH_EQUAL_WEIGHT,Brazil,fixed,-0.1268863817301613,-0.8449185419405415,-0.1408858051262002,0.4820717131474104
BENCH_EQUAL_WEIGHT_China_fixed,BENCH_EQUAL_WEIGHT,China,fixed,0.1496699979728148,0.7096620309260016,-0.1238539156915478,0.4752066115702479
BENCH_EQUAL_WEIGHT_France_fixed,BENCH_EQUAL_WEIGHT,France,fixed,-0.0458985957279863,-0.2843150623674661,-0.1246636997081791,0.4921875
BENCH_EQUAL_WEIGHT_India_fixed,BENCH_EQUAL_WEIGHT,India,fixed,0.1518735644519619,1.4996219457899318,-0.0616214884832144,0.5528455284552846
BENCH_EQUAL_WEIGHT_UK_fixed,BENCH_EQUAL_WEIGHT,UK,fixed,-0.0495337098987028,-0.3675068507100026,-0.0626466540350422,0.4409448818897638
BENCH_EQUAL_WEIGHT_US_fixed,BENCH_EQUAL_WEIGHT,US,fixed,0.3131394286193809,1.67183291635267,-0.0988176190645126,0.5436507936507936
BENCH_MOMENTUM_21_Brazil_fixed,BENCH_MOMENTUM_21,Brazil,fixed,-0.1149297949556691,-0.6737372246992138,-0.1464418183356052,0.4382470119521912
BENCH_MOMENTUM_21_China_fixed,BENCH_MOMENTUM_21,China,fixed,0.1974277459623545,0.805722787610051,-0.1334768857598432,0.4504132231404958
BENCH_MOMENTUM_21_France_fixed,BENCH_MOMENTUM_21,France,fixed,0.0973083806738313,0.6350162400577867,-0.1427378655004383,0.53125
BENCH_MOMENTUM_21_India_fixed,BENCH_MOMENTUM_21,India,fixed,0.0649628373511659,0.4685549191361032,-0.108958684005597,0.540650406504065
BENCH_MOMENTUM_21_UK_fixed,BENCH_MOMENTUM_21,UK,fixed,-0.0631592727169999,-0.4170028925635075,-0.1401968771504355,0.5196850393700787
BENCH_MOMENTUM_21_US_fixed,BENCH_MOMENTUM_21,US,fixed,0.2162261109070589,1.120273970662859,-0.1061432502374712,0.5277777777777778
HIST_PRIOR_Brazil_fixed,HIST_PRIOR,Brazil,fixed,0.0196432750928448,0.209161873069363,-0.1688908341147521,0.5139442231075697
HIST_PRIOR_China_fixed,HIST_PRIOR,China,fixed,0.1481365135928087,0.7620662364873662,-0.1653173919363926,0.4628099173553719
HIST_PRIOR_France_fixed,HIST_PRIOR,France,fixed,0.0520899973286506,0.4440007301382431,-0.0832420963708712,0.51953125
HIST_PRIOR_India_fixed,HIST_PRIOR,India,fixed,0.3696360681707205,2.171703670762984,-0.0805830568985274,0.5447154471544715
HIST_PRIOR_UK_fixed,HIST_PRIOR,UK,fixed,0.142569445163001,0.5020634689140608,-0.3318037322130263,0.547244094488189
HIST_PRIOR_US_fixed,HIST_PRIOR,US,fixed,0.1353663245893832,1.1525862987311923,-0.1031332434754041,0.5674603174603174
MEM_RANDOM_Brazil_1001,MEM_RANDOM,Brazil,1001,-0.0803885866167951,-0.5129626221635134,-0.1273176879170878,0.4820717131474104
MEM_RANDOM_Brazil_1002,MEM_RANDOM,Brazil,1002,-0.0132375327671941,-0.010855922708021,-0.1336314890312155,0.5139442231075697
MEM_RANDOM_Brazil_1003,MEM_RANDOM,Brazil,1003,0.0196432750928448,0.209161873069363,-0.1688908341147521,0.5139442231075697
MEM_RANDOM_China_1001,MEM_RANDOM,China,1001,-0.0225452140846922,-0.0140002673225735,-0.1959823200095529,0.4504132231404958
MEM_RANDOM_China_1002,MEM_RANDOM,China,1002,0.1719491340680259,0.8464671756523697,-0.1525527660501471,0.4628099173553719
MEM_RANDOM_China_1003,MEM_RANDOM,China,1003,0.1357028708715046,0.7017987396052312,-0.1653173919363926,0.4586776859504132
MEM_RANDOM_France_1001,MEM_RANDOM,France,1001,0.0553144328924839,0.4675974908133532,-0.0858070396508861,0.53125
MEM_RANDOM_France_1002,MEM_RANDOM,France,1002,0.0520899973286506,0.4440007301382431,-0.0832420963708712,0.51953125
MEM_RANDOM_France_1003,MEM_RANDOM,France,1003,0.0520899973286506,0.4440007301382431,-0.0832420963708712,0.51953125
MEM_RANDOM_India_1001,MEM_RANDOM,India,1001,0.3392362508947775,2.0431958062301803,-0.0805830568985274,0.5487804878048781
MEM_RANDOM_India_1002,MEM_RANDOM,India,1002,0.3696360681707205,2.171703670762984,-0.0805830568985274,0.5447154471544715
MEM_RANDOM_India_1003,MEM_RANDOM,India,1003,0.394183034603488,2.3416869101017936,-0.0805830568985274,0.556910569105691
MEM_RANDOM_UK_1001,MEM_RANDOM,UK,1001,0.153563343082338,0.5185658761691017,-0.3286543201583289,0.5511811023622047
MEM_RANDOM_UK_1002,MEM_RANDOM,UK,1002,0.142569445163001,0.5020634689140608,-0.3318037322130263,0.547244094488189
MEM_RANDOM_UK_1003,MEM_RANDOM,UK,1003,0.142569445163001,0.5020634689140608,-0.3318037322130263,0.547244094488189
MEM_RANDOM_US_1001,MEM_RANDOM,US,1001,0.1453154280595388,1.2100090336779117,-0.1030993568366579,0.5674603174603174
MEM_RANDOM_US_1002,MEM_RANDOM,US,1002,0.1353663245893832,1.1525862987311923,-0.1031332434754041,0.5674603174603174
MEM_RANDOM_US_1003,MEM_RANDOM,US,1003,0.1353663245893832,1.1525862987311923,-0.1031332434754041,0.5674603174603174
MEM_SIM_Brazil_fixed,MEM_SIM,Brazil,fixed,0.0940562333420131,0.6433220956170006,-0.1138387453926938,0.4900398406374502
MEM_SIM_China_fixed,MEM_SIM,China,fixed,0.4291812818316398,1.5319296356275776,-0.1297568075149626,0.5041322314049587
MEM_SIM_France_fixed,MEM_SIM,France,fixed,-0.0110123545470458,0.0052591205125987,-0.0998904871427879,0.53515625
MEM_SIM_India_fixed,MEM_SIM,India,fixed,0.0164553688094395,0.186156798137369,-0.1584242996620598,0.4959349593495935
MEM_SIM_UK_fixed,MEM_SIM,UK,fixed,0.1471824085446871,0.9002282397006093,-0.1091776083346323,0.5078740157480315
MEM_SIM_US_fixed,MEM_SIM,US,fixed,0.5005477877156053,2.563940828923383,-0.0587191460492813,0.5555555555555556
MLP_BASE_Brazil_17,MLP_BASE,Brazil,17,-0.0263371473821767,-0.07306361779069,-0.1362261597295375,0.5099601593625498
MLP_BASE_Brazil_37,MLP_BASE,Brazil,37,-0.1028514806702828,-0.5637976921482071,-0.1351770501242196,0.50199203187251
MLP_BASE_Brazil_7,MLP_BASE,Brazil,7,-0.0973167444830653,-0.4847045656071806,-0.1748396261809537,0.4820717131474104
MLP_BASE_China_17,MLP_BASE,China,17,0.2130893957365147,1.0112482069576998,-0.2254884886598138,0.5082644628099173
MLP_BASE_China_37,MLP_BASE,China,37,0.1859557391988888,0.8605539442633092,-0.1416377037278193,0.4710743801652892
MLP_BASE_China_7,MLP_BASE,China,7,0.0315858972213285,0.2500501541061272,-0.2108066667902824,0.4958677685950413
MLP_BASE_France_17,MLP_BASE,France,17,0.0464153349984299,0.375128680596559,-0.1891313371206179,0.50390625
MLP_BASE_France_37,MLP_BASE,France,37,-0.0846662328317472,-0.4115406480760716,-0.2606283817780652,0.5078125
MLP_BASE_France_7,MLP_BASE,France,7,-0.1772577366986495,-0.8604378613360917,-0.2814443300990401,0.51171875
MLP_BASE_India_17,MLP_BASE,India,17,0.163846793137703,1.106967487899292,-0.115270036175915,0.508130081300813
MLP_BASE_India_37,MLP_BASE,India,37,0.1728808585805474,1.047661963443304,-0.103099376847732,0.5609756097560976
MLP_BASE_India_7,MLP_BASE,India,7,0.1820255923822245,1.1165048313249109,-0.1294916147913994,0.5487804878048781
MLP_BASE_UK_17,MLP_BASE,UK,17,0.2094204541696935,1.6749427950892084,-0.055641556547422,0.5393700787401575
MLP_BASE_UK_37,MLP_BASE,UK,37,0.1762749717069809,1.471418235738501,-0.0595621165850431,0.5433070866141733
MLP_BASE_UK_7,MLP_BASE,UK,7,-0.102437005778437,-0.463148976329936,-0.2384594197456729,0.4724409448818897
MLP_BASE_US_17,MLP_BASE,US,17,0.4263103904125942,1.9892197425945253,-0.1071032368527881,0.5714285714285714
MLP_BASE_US_37,MLP_BASE,US,37,0.4946647158071897,2.12296350052387,-0.1309211764764117,0.5634920634920635
MLP_BASE_US_7,MLP_BASE,US,7,0.299078786505587,1.1655364308807965,-0.1814837861167881,0.5476190476190477
MLP_GATE_Brazil_17,MLP_GATE,Brazil,17,-0.0285105630558225,-0.0770143405130058,-0.1715901379854276,0.4780876494023904
MLP_GATE_Brazil_37,MLP_GATE,Brazil,37,0.044320737791071,0.3506577293443457,-0.1119504887488079,0.4940239043824701
MLP_GATE_Brazil_7,MLP_GATE,Brazil,7,0.1034869567665059,0.657540473579688,-0.123511917595548,0.49800796812749
