date,market,arm,system_id,seed,equity,return,calendar_week,run_id
2024-04-24,Brazil,Transformer_BASE,Transformer_BASE,37,85568.824145895,-0.0036401413899476175,2024-04-22,Transformer_BASE_Brazil_37
2024-04-25,Brazil,Transformer_BASE,Transformer_BASE,37,84905.68248955536,-0.007749804475622932,2024-04-22,Transformer_BASE_Brazil_37
2024-04-26,Brazil,Transformer_BASE,Transformer_BASE,37,86079.12163750458,0.013820501920982367,2024-04-22,Transformer_BASE_Brazil_37
2024-04-29,Brazil,Transformer_BASE,Transformer_BASE,37,86801.78055016327,0.008395286788612278,2024-04-29,Transformer_BASE_Brazil_37
2024-04-30,Brazil,Transformer_BASE,Transformer_BASE,37,85846.73136345673,-0.011002645114573592,2024-04-29,Transformer_BASE_Brazil_37
2024-05-02,Brazil,Transformer_BASE,Transformer_BASE,37,86595.06765190887,0.00871712034420801,2024-04-29,Transformer_BASE_Brazil_37
2024-05-03,Brazil,Transformer_BASE,Transformer_BASE,37,87618.03904167938,0.011813275484495308,2024-04-29,Transformer_BASE_Brazil_37
2024-05-06,Brazil,Transformer_BASE,Transformer_BASE,37,87973.90417687225,0.00406155101261269,2024-05-06,Transformer_BASE_Brazil_37
2024-05-07,Brazil,Transformer_BASE,Transformer_BASE,37,88535.25926415253,0.006380927304893329,2024-05-06,Transformer_BASE_Brazil_37
2024-05-08,Brazil,Transformer_BASE,Transformer_BASE,37,88512.82267205048,-0.0002534198497697882,2024-05-06,Transformer_BASE_Brazil_37
2024-05-09,Brazil,Transformer_BASE,Transformer_BASE,37,87857.99483696747,-0.007398112672434088,2024-05-06,Transformer_BASE_Brazil_37
2024-05-10,Brazil,Transformer_BASE,Transformer_BASE,37,87488.46669976044,-0.0042059705311137735,2024-05-06,Transformer_BASE_Brazil_37
2024-05-13,Brazil,Transformer_BASE,Transformer_BASE,37,88989.61631981659,0.017158257273015655,2024-05-13,Transformer_BASE_Brazil_37
2024-05-14,Brazil,Transformer_BASE,Transformer_BASE,37,89838.75039879608,0.009541945612259071,2024-05-13,Transformer_BASE_Brazil_37
2024-05-15,Brazil,Transformer_BASE,Transformer_BASE,37,89661.72477928924,-0.001970481765619129,2024-05-13,Transformer_BASE_Brazil_37
2024-05-16,Brazil,Transformer_BASE,Transformer_BASE,37,90414.48195679855,0.008395524170010021,2024-05-13,Transformer_BASE_Brazil_37
2024-05-17,Brazil,Transformer_BASE,Transformer_BASE,37,90233.77237733078,-0.0019986795871276383,2024-05-13,Transformer_BASE_Brazil_37
2024-05-20,Brazil,Transformer_BASE,Transformer_BASE,37,90090.23135789108,-0.0015907682418446548,2024-05-20,Transformer_BASE_Brazil_37
